Title,Type,Episodes,Status,Start airing,End airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites
Gosick,TV,24,Finished Airing,1/8/2011,7/2/2011,Winter,6,"{tv tokyo,kadokawa shoten,klockworx,memory-tech,ntt docomo}",{funimation},Bones,Light novel,"{mystery,historical,drama,romance}",20,R,8.2,133168,303636,6097
Hajime no Ippo: Boxer no Kobushi,Special,1,Finished Airing,3/21/2003,null,null,null,{vap},{geneon entertainment usa},Madhouse,Manga,"{comedy,drama,shounen,sports}",23,PG-13,8.2,15942,26508,54
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",OVA,1,Finished Airing,12/20/2016,null,null,null,null,null,TMS Entertainment,Manga,"{comedy,demons,supernatural,romance,fantasy,shoujo}",12,PG-13,8.2,8926,19043,82
Kaze Tachinu,Movie,1,Finished Airing,7/20/2013,null,null,null,{nichion},{walt disney studios},Studio Ghibli,Manga,"{drama,historical,romance}",126,PG-13,8.2,63549,113141,946
Kingdom,TV,38,Finished Airing,6/4/2012,2/25/2013,Summer,1,{nhk},{funimation},Studio Pierrot,Manga,"{action,historical,military,seinen}",25,R,8.2,25957,75806,719
Saint Seiya: Meiou Hades Juuni Kyuu-hen,OVA,13,Finished Airing,11/9/2002,7/25/2003,null,null,null,null,Toei Animation,Manga,"{sci-fi,adventure,shounen}",25,PG-13,8.2,19515,30708,256
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,OVA,1,Finished Airing,10/27/2016,null,null,null,{5pb.},{feel.},feel.,Light novel,"{comedy,romance,school}",23,PG-13,8.2,43911,76860,193
Akatsuki no Yona,TV,24,Finished Airing,10/7/2014,3/24/2015,Fall,2,"{vap,hakusensha,at-x,delfi sound,marvelous aql,tokyo mx,age global networks,docomo anime store,top-insight international co., ltd.}",{funimation},Studio Pierrot,Manga,"{action,adventure,comedy,fantasy,romance,shoujo}",24,PG-13,8.19,164276,334019,7997
Durarara!!x2 Ketsu,TV,12,Finished Airing,1/9/2016,3/26/2016,Winter,6,{aniplex},{aniplex of america},Shuka,Light novel,"{action,mystery,supernatural}",24,R,8.19,82398,179149,813
Eve no Jikan,ONA,6,Finished Airing,8/1/2008,9/18/2009,null,null,"{directions,code,trick block}",null,Studio Rikka,Original,"{sci-fi,slice of life}",18,PG-13,8.19,56237,120096,1124
Ghost in the Shell: Stand Alone Complex - Solid State Society,Special,1,Finished Airing,9/1/2006,null,null,null,null,"{bandai entertainment,manga entertainment}",Production I.G,Manga,"{mecha,military,mystery,police,sci-fi,seinen}",108,R,8.19,34082,68643,250
Glass no Kamen (2005),TV,51,Finished Airing,4/6/2005,3/29/2006,Spring,null,"{tms entertainment,medianet}",{sentai filmworks},Tokyo Movie Shinsha,Manga,"{drama,shoujo}",25,G,8.19,7279,21906,360
Kobayashi-san Chi no Maid Dragon,TV,13,Finished Airing,1/12/2017,4/6/2017,Winter,4,"{lantis,pony canyon,abc animation}",{funimation},Kyoto Animation,Manga,"{slice of life,comedy,fantasy}",24,PG-13,8.19,189970,334215,5910
Lupin III: Cagliostro no Shiro,Movie,1,Finished Airing,12/15/1979,null,null,null,{tokyo movie shinsha},"{discotek media,manga entertainment}",-,-,"{action,adventure,mystery,comedy,seinen}",100,PG-13,8.19,26815,44094,395
Osomatsu-san,TV,25,Finished Airing,10/6/2015,3/29/2016,Fall,2,"{tv tokyo,dentsu,rakuonsha,avex pictures,daiichi shokai co., ltd,fujio production}",{viz media},Studio Pierrot,Manga,"{comedy,parody}",23,R,8.19,34198,96734,3163
Shoujo Shuumatsu Ryokou,TV,12,Finished Airing,10/6/2017,12/22/2017,Fall,5,"{at-x,shinchosha,kadokawa media house,kadokawa}",{sentai filmworks},White Fox,Web manga,"{adventure,mystery,sci-fi,slice of life}",23,PG-13,8.19,37256,110787,1468
Tsumiki no Ie,Movie,1,Finished Airing,6/10/2008,null,null,null,{robot communications},null,Oh! Production,Original,{drama},12,G,8.19,34583,58017,367
Yuri!!! on Ice,TV,12,Finished Airing,10/6/2016,12/22/2016,Fall,4,"{dentsu,tv asahi,movic,avex pictures,cic,cygames}",{funimation},MAPPA,Original,"{comedy,sports}",23,PG-13,8.19,159152,274418,11060
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,Movie,1,Finished Airing,7/8/2017,null,null,null,{pony canyon},null,Studio Gokumi,Light novel,"{drama,fantasy,magic,slice of life}",48,PG-13,8.18,2232,6871,32
Eve no Jikan (Movie),Movie,1,Finished Airing,3/6/2010,null,null,null,"{directions,code}","{nyav post,pied piper}",Studio Rikka,Original,"{sci-fi,slice of life}",106,PG-13,8.18,40244,82605,574
Kokoro ga Sakebitagatterunda.,Movie,1,Finished Airing,9/19/2015,null,null,null,"{aniplex,dentsu,fuji tv,lawson hmv entertainment,shogakukan}",{aniplex of america},A-1 Pictures,Original,"{drama,romance,school}",119,PG-13,8.18,58447,124170,1091
Lovely★Complex,TV,24,Finished Airing,4/7/2007,9/29/2007,Spring,null,"{tbs,tap,sony music entertainment,shueisha,nichion}",{discotek media},Toei Animation,Manga,"{comedy,romance,shoujo}",24,PG-13,8.18,158470,298835,6978
Mobile Suit Gundam 00 Second Season,TV,25,Finished Airing,10/5/2008,3/29/2009,Fall,null,{mainichi broadcasting system},{bandai entertainment},Sunrise,Original,"{action,military,sci-fi,space,drama,mecha}",24,R,8.18,64858,101542,1263
Saint Seiya: The Lost Canvas - Meiou Shinwa,OVA,13,Finished Airing,6/24/2009,4/21/2010,null,null,{akita shoten},{discotek media},TMS Entertainment,Manga,"{action,adventure,martial arts,shounen,super power,supernatural}",24,PG-13,8.18,28981,54399,623
Shingeki no Kyojin: Lost Girls,OVA,3,Currently Airing,12/8/2017,8/9/2018,null,null,null,null,Wit Studio,Novel,"{action,drama,fantasy,horror,supernatural}",25,R,8.18,6649,62061,114
Yuusha-Ou GaoGaiGar Final,OVA,8,Finished Airing,1/21/2000,3/21/2003,null,null,null,null,Sunrise,-,"{adventure,drama,mecha,sci-fi,shounen}",32,PG-13,8.18,2607,5931,137
Code Geass: Hangyaku no Lelouch I - Koudou,Movie,1,Finished Airing,10/21/2017,null,null,null,null,{funimation},Sunrise,Original,"{action,military,sci-fi,super power,mecha,school}",135,None,8.17,2144,27532,86
Ghost in the Shell: Stand Alone Complex - The Laughing Man,Special,1,Finished Airing,9/23/2005,null,null,null,"{bandai visual,animax,kodansha}","{bandai entertainment,manga entertainment}",Production I.G,-,"{action,mecha,mystery,police,psychological,sci-fi,seinen}",160,R,8.17,11216,27641,48
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,Movie,1,Finished Airing,12/18/1993,null,null,null,{tokuma shoten},null,Magic Bus,Novel,"{action,space,military,drama,sci-fi}",90,PG-13,8.17,8405,16326,34
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,Special,1,Finished Airing,4/3/2015,null,null,null,null,null,Sunrise,Manga,"{action,sci-fi,comedy,historical,parody,samurai,shounen}",24,PG-13,8.17,9076,19503,51
Hikaru no Go,TV,75,Finished Airing,10/10/2001,3/26/2003,Fall,null,"{tv tokyo,dentsu,dream force}",{viz media},Studio Pierrot,Manga,"{comedy,game,shounen,supernatural}",23,PG-13,8.17,39532,83518,1785
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Music,1,Finished Airing,12/1/2003,null,null,null,{emi},null,Toei Animation,Music,"{adventure,drama,music,sci-fi}",67,G,8.17,25348,40419,474
Kono Subarashii Sekai ni Shukufuku wo! 2 OVA,OVA,1,Finished Airing,7/24/2017,null,null,null,null,null,Studio Deen,Light novel,"{adventure,comedy,fantasy,magic,supernatural}",28,PG-13,8.17,43966,83522,171
Naruto: Shippuuden,TV,500,Finished Airing,2/15/2007,3/23/2017,Winter,4,"{tv tokyo,aniplex,kss,rakuonsha,tv tokyo music,shueisha}",{viz media},Studio Pierrot,Manga,"{action,adventure,comedy,super power,martial arts,shounen}",23,PG-13,8.17,375758,779604,42322
Saiunkoku Monogatari 2nd Season,TV,39,Finished Airing,4/7/2007,3/8/2008,Spring,null,"{nhk,sogo vision}",null,Madhouse,Light novel,"{adventure,comedy,drama,fantasy,historical,romance}",25,PG-13,8.17,11841,27309,199
Sakasama no Patema,Movie,1,Finished Airing,11/9/2013,null,null,null,"{directions,asmik ace entertainment,good smile company}","{nyav post,gkids}","Studio Rikka,Purple Cow Studio Japan",Original,"{sci-fi,seinen}",99,PG-13,8.17,66252,135834,883
Baby Steps 2nd Season,TV,25,Finished Airing,4/5/2015,9/20/2015,Spring,0,{nhk},null,Studio Pierrot,Manga,"{sports,romance,school,shounen}",24,PG-13,8.16,30413,51386,243
D.Gray-man,TV,103,Finished Airing,10/3/2006,9/30/2008,Fall,2,"{tv tokyo,aniplex,dentsu,half h.p studio,sony music entertainment,studio jack}",{funimation},TMS Entertainment,Manga,"{action,adventure,comedy,super power,demons,shounen}",23,PG-13,8.16,170079,419104,12082
Evangelion: 1.0 You Are (Not) Alone,Movie,1,Finished Airing,9/1/2007,null,null,null,"{gainax,starchild records,klockworx}",{funimation},Khara,Original,"{action,sci-fi,mecha}",100,PG-13,8.16,150579,245596,1097
Full Metal Panic? Fumoffu,TV,12,Finished Airing,8/26/2003,10/18/2003,Summer,null,"{tatsunoko production,kadokawa shoten,fuji tv,imagica,rakuonsha,kadokawa pictures japan,klockworx,happinet pictures,animation do}","{adv films,funimation}",Kyoto Animation,Light novel,"{action,comedy,school}",24,PG-13,8.16,126198,201761,2647
Gin no Saji,TV,11,Finished Airing,7/12/2013,9/20/2013,Summer,5,"{aniplex,dentsu,fuji tv,kyoraku industrial holdings}",{aniplex of america},A-1 Pictures,Manga,"{comedy,school,shounen,slice of life}",23,PG-13,8.16,75290,156820,1747
Gintama: Dai Hanseikai,Special,1,Finished Airing,3/25/2010,null,null,null,null,null,Sunrise,Manga,"{action,comedy,parody,samurai}",14,PG-13,8.16,8316,19406,58
Initial D Second Stage,TV,13,Finished Airing,10/15/1999,1/21/2000,Fall,5,"{ob planning,fuji tv}",{funimation},Pastel,Manga,"{action,cars,sports,drama,seinen}",23,PG-13,8.16,45557,71158,309
Kono Subarashii Sekai ni Shukufuku wo!,TV,10,Finished Airing,1/14/2016,3/17/2016,Winter,4,"{half h.p studio,nippon columbia,klockworx,sony music communications,toranoana,81 produce,kadokawa media house}",null,Studio Deen,Light novel,"{adventure,comedy,parody,supernatural,magic,fantasy}",23,PG-13,8.16,349551,564913,13205
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,Movie,1,Finished Airing,3/15/2014,null,null,null,{kadokawa shoten},null,Studio Deen,Light novel,"{comedy,drama,romance,shounen ai}",50,PG-13,8.16,16322,32479,149
Tokyo Magnitude 8.0,TV,11,Finished Airing,7/10/2009,9/18/2009,Summer,5,"{dentsu,fuji tv,toho,asmik ace entertainment,sony music entertainment,sakura create}",{maiden japan},"Bones,Kinema Citrus",Original,{drama},22,PG-13,8.16,69780,160217,1276
Akatsuki no Yona OVA,OVA,3,Finished Airing,9/18/2015,12/20/2016,null,null,"{hakusensha,age global networks}",null,Studio Pierrot,Manga,"{action,comedy,fantasy,shoujo}",23,PG-13,8.15,26396,52503,175
Dennou Coil,TV,26,Finished Airing,5/12/2007,12/1/2007,Spring,null,"{bandai visual,nhk,tokuma shoten}",{maiden japan},Madhouse,Original,"{adventure,comedy,drama,mystery,sci-fi}",25,G,8.15,29066,94812,1328
Detective Conan Movie 03: The Last Wizard of the Century,Movie,1,Finished Airing,4/17/1999,null,null,null,null,{funimation},TMS Entertainment,Manga,"{adventure,mystery,comedy,police,shounen}",100,PG-13,8.15,21360,34375,45
Detective Conan Movie 04: Captured in Her Eyes,Movie,1,Finished Airing,4/22/2000,null,null,null,{polygram japan},{funimation},TMS Entertainment,Manga,"{adventure,mystery,comedy,police,shounen}",100,PG-13,8.15,20094,32704,55
Dragon Ball,TV,153,Finished Airing,2/26/1986,4/12/1989,Winter,3,{fuji tv},{funimation},Toei Animation,Manga,"{adventure,comedy,fantasy,martial arts,shounen,super power}",24,PG-13,8.15,281825,437429,8510
Eureka Seven,TV,50,Finished Airing,4/17/2005,4/2/2006,Spring,0,"{aniplex,bandai visual,kadokawa shoten,mainichi broadcasting system,bandai,ashi production,sony music entertainment,bandai namco games,hakuhodo dy media partners,bandai channel,usen}","{funimation,bandai entertainment}",Bones,Original,"{sci-fi,adventure,drama,romance,mecha}",24,PG-13,8.15,126429,302780,7893
Gekkan Shoujo Nozaki-kun,TV,12,Finished Airing,7/7/2014,9/22/2014,Summer,1,"{tv tokyo,frontier works,media factory,at-x,sony music communications}",{sentai filmworks},Doga Kobo,4-koma manga,"{comedy,romance,school}",24,PG-13,8.15,227458,413036,7395
Hyouka,TV,22,Finished Airing,4/23/2012,9/17/2012,Spring,null,"{lantis,kadokawa shoten,klockworx,chara-ani.com,animation do}",{funimation},Kyoto Animation,Novel,"{mystery,school,slice of life}",25,PG-13,8.15,238251,521891,11830
Initial D Fifth Stage,TV,14,Finished Airing,11/4/2012,5/10/2013,Fall,null,"{avex entertainment,animax}",null,SynergySP,Manga,"{action,cars,sports,drama,seinen}",27,PG-13,8.15,23671,45244,257
Junjou Romantica 2,TV,12,Finished Airing,10/12/2008,12/28/2008,Fall,null,"{frontier works,kadokawa shoten,memory-tech,romantica club !!}",{nozomi entertainment},Studio Deen,Manga,"{comedy,drama,romance,shounen ai}",24,PG-13,8.15,66078,107315,1121
Kodomo no Omocha (TV),TV,102,Finished Airing,4/5/1996,3/27/1998,Spring,5,"{tv tokyo,nihon ad systems,pony canyon}",{funimation},Studio Gallop,Manga,"{comedy,drama,romance,shoujo}",22,PG-13,8.15,13621,34279,870
Noragami,TV,12,Finished Airing,1/5/2014,3/23/2014,Winter,0,"{avex entertainment,dentsu,shochiku,kodansha,movic,ai addiction,lawson hmv entertainment,a-sketch}",{funimation},Bones,Manga,"{action,adventure,comedy,supernatural,shounen}",24,PG-13,8.15,492817,828924,18238
One Piece Film: Gold,Movie,1,Finished Airing,7/23/2016,null,null,null,null,{funimation},Toei Animation,Manga,"{action,adventure,comedy,drama,fantasy,shounen}",2,PG-13,8.15,29922,54919,137
Tamayura: Sotsugyou Shashin Part 4 - Ashita,Movie,1,Finished Airing,4/2/2016,null,null,null,"{shochiku,flying dog}",null,TYO Animations,Original,"{comedy,drama,slice of life}",57,G,8.15,1302,4851,23
xxxHOLiC Shunmuki,OVA,2,Finished Airing,2/17/2009,6/23/2009,null,null,{kodansha},null,Production I.G,Manga,"{mystery,comedy,psychological,supernatural,drama}",26,PG-13,8.15,23859,46899,92
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,OVA,1,Finished Airing,9/13/2017,null,null,null,{nhk},null,Madhouse,Manga,"{fantasy,romance,shoujo}",26,G,8.14,8971,19806,503
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,Special,1,Finished Airing,11/3/2015,null,null,null,"{tv tokyo,dentsu}",null,Bandai Namco Pictures,Manga,"{action,comedy,historical,parody,samurai,shounen}",12,PG-13,8.14,6977,13946,33
Hachimitsu to Clover,TV,24,Finished Airing,4/15/2005,9/27/2005,Spring,5,"{genco,fuji tv,shueisha}",{viz media},J.C.Staff,Manga,"{comedy,drama,josei,romance,slice of life}",23,PG-13,8.14,54122,159161,3598
K-On!!,TV,26,Finished Airing,4/7/2010,9/29/2010,Spring,3,"{pony canyon,tbs,movic,rakuonsha,animation do}",{sentai filmworks},Kyoto Animation,4-koma manga,"{comedy,music,school,slice of life}",24,PG-13,8.14,176302,318909,7077
Kamisama Hajimemashita,TV,13,Finished Airing,10/2/2012,12/25/2012,Fall,2,"{tv tokyo,dentsu,sotsu,pony canyon,hakusensha,dax production}",{funimation},TMS Entertainment,Manga,"{comedy,demons,supernatural,romance,fantasy,shoujo}",24,PG-13,8.14,137222,262597,6297
Little Witch Academia (TV),TV,25,Finished Airing,1/9/2017,6/26/2017,Winter,1,"{ultra super pictures,toho animation,good smile company}",null,Trigger,Original,"{adventure,comedy,fantasy,magic,school}",24,PG,8.14,92340,228477,3397
Ookiku Furikabutte: Natsu no Taikai-hen,TV,13,Finished Airing,4/2/2010,6/25/2010,Spring,null,"{aniplex,mainichi broadcasting system,tbs,kodansha,movic,rakuonsha}",{nozomi entertainment},A-1 Pictures,Manga,"{comedy,sports}",24,PG-13,8.14,14250,27016,150
Persona 3 the Movie 4: Winter of Rebirth,Movie,1,Finished Airing,1/23/2016,null,null,null,"{aniplex,atlus}",null,A-1 Pictures,Game,"{action,supernatural,fantasy}",105,R,8.14,10482,26754,217
ReLIFE,TV,13,Finished Airing,7/2/2016,9/24/2016,Summer,6,"{aniplex,half h.p studio,comico,hakuhodo dy media partners,lawson,c & i entertainment}","{funimation,crunchyroll}",TMS Entertainment,Web manga,"{slice of life,romance,school}",23,PG-13,8.14,213697,385566,3999
Sekaiichi Hatsukoi OVA,OVA,2,Finished Airing,3/22/2011,9/27/2011,null,null,{kadokawa shoten},{funimation},Studio Deen,Manga,"{comedy,drama,romance,shounen ai}",21,PG-13,8.14,23961,43558,119
Working!!!,TV,13,Finished Airing,7/5/2015,9/27/2015,Summer,0,{aniplex},{aniplex of america},A-1 Pictures,4-koma manga,"{comedy,romance,slice of life}",23,PG-13,8.14,65631,122761,721
Youjo Senki,TV,12,Finished Airing,1/6/2017,3/31/2017,Winter,5,"{media factory,at-x,enterbrain,sony music communications}",{funimation},NUT,Light novel,"{magic,military}",24,R,8.14,126974,251336,3462
Akagami no Shirayuki-hime 2nd Season,TV,12,Finished Airing,1/12/2016,3/29/2016,Winter,2,"{hakusensha,warner bros.,klockworx,showgate}",{funimation},Bones,Manga,"{drama,romance,fantasy,shoujo}",24,PG-13,8.13,72456,135702,991
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Movie,1,Finished Airing,8/31/2013,null,null,null,{aniplex},{aniplex of america},A-1 Pictures,Original,"{slice of life,supernatural,drama}",99,PG-13,8.13,62540,131308,403
Black Lagoon,TV,12,Finished Airing,4/9/2006,6/25/2006,Spring,0,"{geneon universal entertainment,shogakukan}","{funimation,geneon entertainment usa}",Madhouse,Manga,"{action,seinen}",24,R,8.13,230760,443379,9623
Detective Conan Movie 15: Quarter of Silence,Movie,1,Finished Airing,4/16/2011,null,null,null,"{shogakukan productions,tokyo movie shinsha,toho}",null,-,Manga,"{adventure,comedy,mystery,police,shounen}",109,G,8.13,13466,23101,17
Fairy Tail (2014),TV,102,Finished Airing,4/5/2014,3/26/2016,Spring,6,"{tv tokyo,dentsu}",{funimation},"A-1 Pictures,Bridge",Manga,"{action,adventure,comedy,fantasy,magic,shounen}",24,PG-13,8.13,182424,395486,9253
Free!: Eternal Summer Special,Special,1,Finished Airing,3/18/2015,null,null,null,null,{funimation},Kyoto Animation,Light novel,"{comedy,school,slice of life}",24,PG-13,8.13,26224,50940,208
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,Special,1,Finished Airing,9/1/2005,null,null,null,null,null,Sunrise,Manga,"{action,sci-fi,comedy,historical,parody,samurai,mecha,shounen}",32,PG-13,8.13,19731,34761,71
Juuni Kokuki,TV,45,Finished Airing,4/9/2002,8/30/2003,Spring,null,{sogo vision},"{media blasters,tokyopop}",Studio Pierrot,Novel,"{action,adventure,fantasy,magic,supernatural}",25,PG-13,8.13,28611,82122,1894
Kimi ni Todoke,TV,25,Finished Airing,10/7/2009,3/31/2010,Fall,3,"{vap,nippon television network,shueisha}","{nis america, inc.}",Production I.G,Manga,"{slice of life,drama,romance,school,shoujo}",22,PG-13,8.13,210453,411870,7985
Kokoro Connect: Michi Random,Special,4,Finished Airing,11/19/2012,12/10/2012,null,null,"{starchild records,enterbrain}",{sentai filmworks},Silver Link.,Light novel,"{comedy,drama,romance,school,slice of life,supernatural}",27,PG-13,8.13,95588,141054,614
Kyou kara Ore wa!!,OVA,10,Finished Airing,12/11/1992,12/21/1997,null,null,null,null,Studio Pierrot,Manga,"{comedy,shounen}",43,R,8.13,3952,11940,148
Magi: Sinbad no Bouken (TV),TV,13,Finished Airing,4/16/2016,7/2/2016,Spring,6,"{aniplex,mainichi broadcasting system,shogakukan}",null,Lay-duce,Manga,"{action,adventure,fantasy,magic,shounen}",24,PG-13,8.13,75233,153171,626
Mirai Shounen Conan,TV,26,Finished Airing,4/4/1978,10/31/1978,Spring,2,null,null,Nippon Animation,Novel,"{adventure,drama,sci-fi}",29,PG-13,8.13,7660,21714,254
Stand By Me Doraemon,Movie,1,Finished Airing,8/8/2014,null,null,null,"{toho,robot communications}",null,"Shirogumi,Shin-Ei Animation",Manga,"{comedy,kids,sci-fi,shounen}",95,PG,8.13,6333,10016,45
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,Special,1,Finished Airing,5/26/2017,null,null,null,{avex pictures},{funimation},MAPPA,Original,"{music,sports}",2,PG-13,8.13,8334,24022,92
ef: A Tale of Melodies.,TV,12,Finished Airing,10/7/2008,12/23/2008,Fall,2,null,{sentai filmworks},Shaft,Visual novel,"{mystery,supernatural,drama,romance}",24,PG-13,8.12,51352,121219,1584
Ginga Nagareboshi Gin,TV,21,Finished Airing,4/7/1986,8/22/1986,Spring,6,{tv asahi},null,Toei Animation,Manga,"{action,adventure,drama,shounen}",23,PG-13,8.12,6484,13906,557
Hanada Shounen-shi,TV,25,Finished Airing,10/2/2002,3/26/2003,Fall,null,"{vap,nippon television network}",null,Madhouse,Manga,"{supernatural,comedy,slice of life,drama}",25,R,8.12,2428,7983,88
Hidamari Sketch: Sae Hiro Sotsugyou-hen,OVA,2,Finished Airing,11/27/2013,null,null,null,"{aniplex,lantis,tbs,movic,houbunsha}",null,Shaft,4-koma manga,"{slice of life,comedy,school,seinen}",23,PG-13,8.12,3450,7607,13
